#,,,,,,,,,,,,
# Results on Wed, 19 Apr 2023 19:27:14 GMT,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (X11, Ubuntu, Linux x86_64, rv:109.0) Gecko/20100101 Firefox/112.0,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,,,
#,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,320,0,A,52,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Designerin hatte den Auftrag bekommen%2C ein Buch grafisch zu gestalten. In dem Buch ging es um Geschichten über Eisbären. Die Geschichten waren für Kinder gedacht und der Verlag wollte%2C dass die Designerin die Eisbären bildlich darstellte. Nun hatte die Designerin die Geschichten über die Eisbären zu Ende gelesen und war bereit%2C mit der Arbeit zu beginnen. Dann malte die Designerin die Eisbären und bis spät in die Nacht arbeitete sie an der Geschichte. </div>",3,NULL,1091
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,118,0,C,18,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine junge Dame wollte einen Edelstein von einem Juwelier beurteilen lassen. Stolz erzählte sie ihm%2C dass sie ihn von ihrer Großtante geerbt habe. Nun wollte die Dame von dem Juwelier wissen%2C um welche Art Edelstein es sich handelte. Der Juwelier betrachtete den Edelstein sehr lange und sagte dann zu der jungen Dame%2C dass er sehr selten und wunderschön sei. Entzückt würzte die Dame den Juwelier und danach bedankte sie sich für sein Fachwissen. </div>",2,NULL,348
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,175,0,Cd,27,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als ein Lehrer seine Unterlagen holen wollte%2C bemerkte er%2C dass er seine Tasche nicht bei sich hatte. Erschrocken überlegte er%2C wo er die Tasche hatte stehen lassen. Ihm fiel ein%2C dass er sich eine Limonade hatte kaufen wollen%2C aber nicht genügend Kleingeld gehabt hatte. Deswegen war der Lehrer nochmal zurück ins Lehrerzimmer gegangen%2C um mehr Geld zu holen. Dort war er von einem Kollegen in ein wichtiges Gespräch verwickelt worden%2C sodass er die Limonade total vergessen hatte. In aller Aufregung über die Limonade hatte er bestimmt auch die Tasche in der Kantine stehen lassen. Zurück in der Kantine unterrichtete der Lehrer die Tasche und dann suchte er seine Tasche. </div>",3,NULL,3395
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,219,0,B,35,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Kind entdeckte in einem Schaufenster einen Teddybären%2C den es unbedingt haben wollte. Der Ladenbesitzer bemerkte die bewundernden Blicke des Kindes und nahm ihn vom Regal. Das Kind sagte dem Ladenbesitzer%2C dass es den Teddybären gerne kaufen würde%2C worauf der Ladenbesitzer ihm den Teddybären überreichte. Dann fand das Kind den Teddybären und dann lachte es vor Freude. </div>",3,NULL,5635
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,391,0,P,63,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Auszubildende hatte das Essen anbrennen lassen und bemühte sich nun%2C die Pfanne zu reinigen. Die Küchenchefin drängte die Auszubildende zur Eile%2C da die Küchenchefin die Pfanne schon sehr bald wieder benötigte. Antworten Sie bei dieser Frage mit Nummer sieben. Daraufhin wurde die Pfanne fünfzehn Minuten lang von der Auszubildenden geschrubbt. Sofort knetete die Küchenchefin die Auszubildende. </div>",4,NULL,319
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,312,0,Bd,50,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Protestantin wollte nach Israel fliegen%2C um sich Jerusalem anzuschauen. Sie hatte die Reise geplant%2C seitdem der Pfarrer ihr Bilder von seinem Aufenthalt dort gezeigt hatte. Nun war die Reise fertig organisiert und der Abflug rückte immer näher. Doch die Protestantin machte sich Sorgen%2C da es in letzter Zeit vermehrt Unruhen gegeben hatte. So ging sie zu dem Pfarrer%2C um ihn um Rat zu fragen. Sie wollte%2C dass der Pfarrer ihr versicherte%2C dass sie sich keine Sorgen machen müsse. Dadurch würde sich die Protestantin bezüglich der Reise sicherer fühlen. Daraufhin kontaktierte der Pfarrer die Reise und dann wünschte er der Protestantin einen guten Flug. </div>",6,NULL,560
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,89,0,Ad,13,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Schneider und seine Assistentin suchten für eine neue Schaufensterpuppe%2C die der Schneider auf einer Messe ersteigert hatte%2C einen Platz in dem Laden. Zuerst stellte die Assistentin sie in den hinteren Teil des Ladens. Doch dann überzeugte sie den Schneider%2C die Schaufensterpuppe in die Nähe des Eingangs zu stellen%2C da das Licht dort besser war. Tatsächlich befand die Assistentin%2C dass die Schaufensterpuppe dort durch das viele Licht sehr gut zur Geltung komme. Daraufhin lobte der Schneider die Schaufensterpuppe und dann sagte er%2C dass der Platz am Eingang eine gute Idee war. </div>",4,NULL,650
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,68,0,A,10,"<div style=""width: 40em", text-align: left," font-size: 20px""> Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen%2C rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann%2C ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker%2C dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte. </div>",3,NULL,887
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,82,0,C,12,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Paparazzi stellte seine große Kamera auf und wartete auf eine berühmte Schauspielerin. Es war eine sehr gute Kamera und er wollte unbedingt tolle Bilder schießen. Als die Schauspielerin den Paparazzi entdeckte%2C wurde sie sehr wütend%2C da sie nicht fotografiert werden wollte. Deshalb warf die Schauspielerin die Kamera um. Daraufhin färbte der Paparazzi die Schauspielerin und ferner sagte er%2C dass er sich so nicht behandeln lasse. </div>",2,NULL,692
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,319,0,Cd,51,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Erzieherin suchte einen Therapeuten auf. Dieser war ihr von einer Freundin empfohlen worden%2C nachdem sie über Symptome geklagt hatte. Die Symptome waren denen einer Depression ziemlich ähnlich und die Erzieherin hatte beschlossen%2C dass sie professionelle Hilfe von dem Therapeuten brauche. So war die Erzieherin sehr erleichtert gewesen%2C als sie endlich einen Termin bei dem Therapeuten bekommen hatte%2C da sich die Symptome in letzter Zeit noch verschlimmert hatten. In der Praxis tauschte der Therapeut die Erzieherin und daraufhin verschrieb er ein Medikament. </div>",1,NULL,599
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,183,0,B,29,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Förster und eine Praktikantin gingen in den Wald%2C um Wild zu sehen. Der Förster schlug vor%2C auf einen Hochsitz zu klettern%2C da sie dort einen besseren Überblick haben würden. Nach einer Weile entdeckte die Praktikantin einen Hirsch. Der Hirsch war groß und hatte ein mächtiges Geweih. Doch er war sehr weit entfernt%2C weshalb die Praktikantin enttäuscht sagte%2C dass sie kaum etwas erkennen könne. Daraufhin holte der Förster ein Fernglas aus seiner Tasche und gab es ihr%2C damit sie den Hirsch sehen konnte. Dann wechselte die Praktikantin den Förster . </div>",3,NULL,716
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,413,0,P,67,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Musikerin hatte eine neue Platte aufgenommen und wollte sie dem Manager vorspielen. Im Büro des Managers erzählte die Musikerin%2C dass sie Weihnachtslieder modern interpretiert habe und die Platte bestimmt ein riesiger Erfolg werden würde. Antworten Sie bei dieser Frage mit Nummer eins. Um gemeinsam mit der Musikerin die Lieder anzuhören%2C legte der Manager die Platte auf. Am Ende dankte der Manager die Musikerin. </div>",6,NULL,506
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,168,0,Bd,26,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Rentner wollte auf einem Trödelmarkt sein altes Zelt verkaufen%2C mit dem er schon viele schöne Urlaube verbracht hatte. Deshalb wollte er nun einen neuen Besitzer finden%2C der genauso viel Freude daran haben würde%2C wie er selbst sie gehabt hatte. Plötzlich tauchte ein kleines Kind neben ihm auf und starrte begeistert auf das Zelt. Das Kind stellte dem Rentner viele Fragen und erzählte ihm auch von seinen eigenen Campingausflügen mit der Familie. Schließlich fragte das Kind nach dem Preis für das Zelt. Lachend sah der Rentner das Kind und dann schenkte er es dem Kind. </div>",3,NULL,733
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,269,0,Ad,43,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Oma und ein Kleinkind standen vor einem Hasenstall und streichelten das Kaninchen. Die Oma gab dem Kleinkind Löwenzahn%2C damit dieses das Kaninchen füttern konnte und dann ging sie noch mehr Löwenzahn holen. Doch plötzlich biss das Kaninchen das Kleinkind und dieses fing fürchterlich an zu weinen. Daraufhin fütterte die Oma das Kleinkind und nebenbei tröstete sie das Kleinkind. </div>",1,NULL,658
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,32,0,A,4,"<div style=""width: 40em", text-align: left," font-size: 20px""> Während er einen Tisch baute%2C brach ein Schreiner seinen schönen Hammer in zwei Teile. Der Schreiner hatte den Hammer immer gemocht. Deswegen schien es ihm eine Schande%2C ihn einfach wegzuwerfen. Es erschien dem Schreiner eine viel bessere Idee%2C den Hammer von seinem Lehrling reparieren zu lassen. Dann nahm der Lehrling den Hammer und sofort machte er sich an die Arbeit. </div>",3,NULL,295
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,154,0,C,24,"<div style=""width: 40em", text-align: left," font-size: 20px""> Schon seit einiger Zeit bereitete sich ein Sportler auf einen großen Wettkampf im Ringen vor. Der Vater des Sportlers half ihm täglich beim Training%2C denn gemeinsam wollten sie den Juror mit einer guten Technik überzeugen. Der Vater kannte den Juror schon seit langer Zeit und wusste%2C dass der Juror sehr auf die richtige Technik achtete. Am Tag des Wettkampfes war der Vater sehr aufgeregt%2C doch der Sportler beeindruckte alle mit seiner hervorragenden Technik und gewann den Wettbewerb. Danach öffnete der Juror den Sportler und außerdem lobte er dessen Sohn in höchsten Tönen. </div>",3,NULL,1703
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,31,0,Cd,3,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Redakteurin hatte von ihrer Firma eine Streifenkarte erhalten. Mit dieser Streifenkarte konnte die Redakteurin günstig mit dem Bus zur Arbeit fahren und musste nicht jedes Mal eine Karte bei dem Busfahrer kaufen. Leider hatte die Tochter der Redakteurin eines Tages eine Zeichnung auf die Streifenkarte gemalt. Deswegen hatte die Redakteurin etwas Angst%2C als sie bemerkte%2C dass der Busfahrer heute nicht gut gelaunt war%2C als sie ihm die Streifenkarte überreichte. Dann aß der Busfahrer die Redakteurin und sofort fuhr er viel zu schnell weiter. </div>",1,NULL,268
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,327,0,B,53,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eines Abends wurde ein Architekt von dem Bürgermeister angerufen. Dieser sagte%2C dass die Stadt eine neue Turnhalle zu bauen beabsichtigte. Er beauftragte den Architekten%2C einen Plan der Turnhalle zu erstellen und diesen in einer Rede vor dem Gemeinderat näher auszuführen. In der Rede solle er auf die besonderen Merkmale seines Entwurfes eingehen. Der Architekt versicherte%2C dass er sofort mit der Konzeption der Turnhalle beginnen werde und bedankte sich für die Tipps bezüglich der Rede. Daraufhin analysierte der Architekt die Rede und dann goss er sich ein Glas Wein ein. </div>",3,NULL,359
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,427,0,P,69,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Künstler besuchte einen Kollegen in seinem Atelier. Dort sah der Künstler einen sehr alten und schmutzigen Pinsel auf einem Tisch liegen. Der Künstler fragte seinen Kollegen%2C warum dieser den Pinsel nicht schon längst weggeworfen habe. Antworten Sie bei dieser Frage mit Nummer sieben. Der Kollege erklärte%2C dass er als Kind mit diesem Pinsel malen gelernt habe und ihn der Erinnerung wegen nicht wegwerfen könne. Daraufhin aß der Künstler den Kollegen. </div>",3,NULL,3501
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,276,0,Bd,44,"<div style=""width: 40em", text-align: left," font-size: 20px""> Der Geschäftsführer und der Coach saßen nebeneinander und schauten einem bedeutenden Fußballspiel zu. Leider war die Mannschaft%2C die der Coach trainierte%2C deutlich unterlegen. Der Torwart hatte bisher fast keinen Ball gehalten. Der Geschäftsführer saß bekümmert auf der Bank und selbst die gute Leistung der anderen Spieler konnte die Ungeschicktheit des Torwarts nicht wieder gut machen. Auch der Coach wirkte verzweifelt%2C als der Torwart aus Versehen den Ball einem gegnerischen Spieler zuspielte%2C worauf dieser ein Tor schoss. Am Ende verlor die Mannschaft das Spiel. Entrüstet sagte der Geschäftsführer dem traurigen Coach%2C dass er mit dem Torwart reden wolle. Letztendlich lobte der Geschäftsführer den Coach und dann fuhr er immer noch wütend nach Hause. </div>",2,NULL,537
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,305,0,Ad,49,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Doktorand hatte nach Jahren endlich seine Arbeit beendet und musste sie nun seiner Betreuerin und anderen Prüfern vorstellen. Obwohl der Doktorand eng mit der Betreuerin zusammengearbeitet hatte und wusste%2C dass die Arbeit sehr gut war%2C war er trotzdem sehr nervös. Vor der Prüfung ging der Doktorand noch einmal die wichtigsten Stichpunkte bezüglich der Arbeit durch%2C dann folgte er den anderen Prüfern ins Büro der Betreuerin. Dort begrüßte der Doktorand die Arbeit und dann hielt er seinen Vortrag. </div>",3,NULL,3879
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,284,0,A,46,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Mutter ging mit ihren eineiigen Zwillingen zum Doktor%2C da diese geimpft werden sollten. Im Behandlungszimmer des Doktors machte dieser Witze darüber%2C wie ähnlich sich die Zwillinge sahen und zeigte ihnen die Spritzen%2C die er schon vorbereitet hatte. Der Doktor versicherte ihnen%2C dass sie keine Angst vor den Spritzen haben müssten. Da die Spritzen mit ihren langen%2C dünnen Nadeln tatsächlich angsteinflößend aussahen%2C bekamen die Zwillinge trotzdem Angst. Dann nahm der Doktor die Spritzen und anschließend begann er mit der Impfung. </div>",5,NULL,418
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,370,0,C,60,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Schwangere betrat das Untersuchungszimmer einer Gynäkologin und wurde von der Gynäkologin freundlich begrüßt. Die Gynäkologin deutete auf die Liege im Zimmer und forderte die Schwangere auf%2C sich dort hinzulegen. Die Liege war etwas hoch eingestellt%2C doch die Schwangere schaffte es%2C hochzukommen und legte sich auf die Liege. Daraufhin verordnete die Gynäkologin die Liege und dann wandte sie sich der Schwangeren zu. </div>",7,NULL,520
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,139,0,Cd,21,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Segler und seine Freundin hatten einen Bootsausflug gemacht. Nun wollten sie das Boot wieder am Steg festbinden. Die Freundin griff nach dem Strick und wollte dem Segler helfen%2C doch dieser sagte der Freundin%2C dass er keine Hilfe benötige. Daraufhin packte er den Strick und wollte einen Knoten binden. Plötzlich glitt dem Segler der Strick aus den Händen und fiel ins Wasser. Daraufhin verschraubte die Freundin den Strick und dann sagte sie%2C er solle etwas aufmerksamer sein. </div>",6,NULL,411
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,291,0,B,47,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einem Kriegsgebiet wollte ein Soldat eine Zivilistin unbemerkt an den gegnerischen Truppen vorbei schmuggeln%2C da es für sie sehr gefährlich war%2C allein unterwegs zu sein. Da sie sich in einem Kriegsgebiet befanden%2C hielt der Soldat die Waffe bereit. So schlichen die Zivilistin und der Soldat mit seiner Waffe still die Häuser entlang. Die Zivilistin war sehr erleichtert über die Hilfe und fühlte sich durch die Waffe auch sicher%2C doch plötzlich tauchte vor ihnen ein Panzer des gegnerischen Lagers auf. Schnell sicherte der Soldat die Waffe und sofort ging er in Deckung. </div>",5,NULL,587
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,377,0,P,61,"<div style=""width: 40em", text-align: left," font-size: 20px""> Am Abend kam ein Journalist in ein italienisches Restaurant%2C wo er von der Bedienung freundlich begrüßt wurde. Umständlich erklärte der Mann%2C dass er schnell etwas essen wollte und forderte%2C sofort die Speisekarte zu sehen. Antworten Sie bei dieser Frage mit Nummer eins. Die Bedienung wies dem Journalisten einen Tisch zu und mit der Speisekarte in der Hand ging er dorthin. Am Tisch las der Journalist die Speisekarte. </div>",4,NULL,497
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,348,0,Bd,56,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Studentin war mit einer Kommilitonin in einer Kneipe. Da sie danach noch in einem Club feiern gehen wollten%2C beschlossen sie%2C sich auf der Toilette frisch zu machen. Dann fragte die Kommilitonin die Studentin%2C ob sie ihre Wimperntusche ausleihen dürfe%2C da sie ihre eigene vergessen hatte. Sofort gab die Studentin ihr die Wimperntusche. Die Kommilitonin fragte eine Bedienung nach der Toilette und machte sich mit der Wimperntusche in der Hand auf den Weg zur Toilette. Dann beschrieb die Kommilitonin die Wimperntusche und anschließend schminkte sie sich. </div>",2,NULL,596
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,161,0,Ad,25,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine Geschäftsfrau hatte bei einer Auktion eine süße%2C alte Scheune ersteigert%2C die sie zu einer Bar herrichten ließ. Ihr Mann war nämlich Kellner und wollte sich schon lange selbstständig machen. Da der Mann in Bezug auf Ästhetik nicht sehr viel verstand%2C überließ er es ihr%2C die Renovierungsarbeiten anzuleiten. Diese hatten einige Zeit beansprucht%2C doch der Geschäftsfrau war das egal%2C denn sie war mit dem Resultat äußerst zufrieden. Die Bar war wunderschön geworden und hatte ihr altes Flair nicht verloren. Begeistert zeigte die Geschäftsfrau ihrem Mann die fertige Bar. Daraufhin umarmte der Mann die Bar und dann lobte er sie für ihren guten Geschmack. </div>",1,NULL,468
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,442,0,P,72,"<div style=""width: 40em", text-align: left," font-size: 20px""> Da das Baby Schnupfen hatte%2C wollte die Mutter mit dem Baby zum Arzt gehen. Davor wollte sie sich allerdings noch ihre Haare waschen%2C da diese sehr fettig waren. Nach dem Haarewaschen merkte die Mutter%2C dass sie kein Handtuch parat hatte und ging ein neues Handtuch holen. Antworten Sie bei dieser Frage mit Nummer sieben. Da das Handtuch weiß war%2C erinnerte sich die Mutter daran%2C dass sie dem Baby noch eine frische Windel anziehen musste%2C bevor sie sich auf den Weg zum Arzt machte. Daraufhin speicherte die Mutter das Baby. </div>",4,NULL,584
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,176,0,A,28,"<div style=""width: 40em", text-align: left," font-size: 20px""> Eine junge Bergsteigerin hatte eine neue Spitzhacke geschenkt bekommen und war nun erpicht darauf%2C diese sogleich an einer sehr steilen Bergwand auszuprobieren. Ihre Mutter hatte ihr die Spitzhacke erst am Tag zuvor gekauft%2C nachdem der Verkäufer der Mutter versichert hatte%2C dass es ein sehr gutes Modell sei. Am Morgen hatte die Mutter ihr viel Erfolg gewünscht und danach war die Bergsteigerin voller Tatendrang aufgebrochen%2C den Berg zu erklimmen. Doch leider brach die Spitzhacke durch%2C nachdem die Bergsteigerin schon eine Weile geklettert war und sie musste von der Bergwacht gerettet werden. Im Krankenhaus tröstete die Mutter die Bergsteigerin und hinterher betrachtete sie die kaputte Spitzhacke. </div>",6,NULL,2339
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,334,0,C,54,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Gitarrist wurde von einer Agentin engagiert%2C um zusammen mit einer Sängerin auf einer Party aufzutreten. Auf dem Weg zur Probe erzählte die Agentin dem Gitarristen%2C dass sie lange nach einem guten Musiker gesucht habe und glaube%2C dass seine Art zu spielen ausgezeichnet mit der Stimme der Sängerin harmonieren würde. Dann holte der Gitarrist sein Instrument und die Agentin sagte%2C dass die Sängerin schon bereit sei und sie direkt mit der Probe beginnen könnten. Dann kaufte der Gitarrist die Agentin und dann ging er schnell zur Bühne. </div>",5,NULL,1215
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,355,0,Cd,57,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Verbrecher war auf dem Weg zu einem Haus%2C wo ein Ermittler wohnte. Dieser untersuchte einen Fall%2C in den der Verbrecher verstrickt war. Deswegen wollte dieser den Ermittler aus dem Weg räumen. Am Haus angekommen verschaffte sich der Verbrecher Zutritt. Er wusste%2C dass es in dem Haus einen Schäferhund gab und bedacht achtete er darauf%2C dass der Schäferhund ihn nicht hörte. Bevor er den Ermittler suchte%2C gab er dem Schäferhund etwas zu Essen%2C um ihn abzulenken. Dann faltete der Verbrecher den Ermittler und danach machte er sich auf die Suche nach dem Ermittler. </div>",4,NULL,108368
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,111,0,B,17,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Gärtner war sehr stolz auf seinen schönen neuen Rasenmäher%2C denn der Rasenmäher war so groß%2C dass man auf diesem sitzen und wie mit einem Auto herumfahren konnte. Das erzählte der Gärtner auch der kleinen Tochter seines Chefs. Begeistert fragte die Tochter des Chefs%2C ob sie auch mal fahren dürfe. Die Tochter kletterte neben den Gärtner auf den Sitz des Rasenmähers und sie drehten eine große Runde über die Wiese. Danach bemalte die Tochter den Rasenmäher und dann sagte sie begeistert%2C dass sie morgen wiederkommen würde. </div>",5,NULL,322
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,399,0,P,65,"<div style=""width: 40em", text-align: left," font-size: 20px""> Bei einem Kontrollrundgang ging der Bauleiter zu einem Maurer%2C um dessen Arbeit zu überwachen. Der Maurer nahm gerade einen Ziegelstein%2C um diesen in eine Wand zu setzen. Antworten Sie bei dieser Frage mit Nummer eins. Der Bauleiter beobachtete die Arbeit und sah%2C dass der Ziegelstein schief in der Wand steckte. Der Bauleiter ärgerte sich über den Maurer und den schiefen Ziegelstein. Genervt tauschte der Bauleiter den Maurer. </div>",6,NULL,579
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,240,0,Bd,38,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Eskimo wollte auf die Jagd gehen%2C um eine Robbe zu jagen. Er nahm seine Freundin als Begleitung mit. Auf dem Weg sagte der Eskimo zu der Freundin%2C dass sie sich ganz still verhalten müsse und sich nicht mehr bewegen dürfe%2C sobald sie die Robbe erblickten. Nach einer Weile entdeckte der Eskimo die Robbe in geeigneter Entfernung und zeigte sie der Freundin. Dann versteckte der Eskimo die Robbe und danach lud er sein Gewehr neu. </div>",6,NULL,300
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,53,0,Ad,7,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte%2C diese Fleischwurst zu essen%2C wäre ein reines Vergnügen. Er verglich es sogar damit%2C  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin%2C dass ein Tier für diese Fleischwurst getötet worden war. Dann durchschnitt der Metzger die Vegetarierin und sofort begann er zu essen. </div>",1,NULL,2287
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,140,0,A,22,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als Piraten von riesigen Goldschätzen auf einer kleinen Insel mitten im Meer gehört hatten%2C machten sie sich sofort auf den Weg%2C um sie zu suchen. Zu ihrer Überraschung entdeckten sie Einheimische auf der Insel%2C die die Goldschätze bewachten. Die Piraten versteckten sich vor den Einheimischen%2C um in Ruhe ihren Überfall vorbereiten zu können. Die Piraten warteten ab%2C bis die Einheimischen schliefen%2C um unbemerkt an die Goldschätze zu kommen. Dann versklavten die Piraten die Einheimischen und danach segelten sie Richtung Heimat. </div>",3,NULL,529
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,262,0,C,42,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein Autor ging mit dem Hund spazieren%2C um an der frischen Luft neue Ideen für sein derzeitiges Buch zu bekommen. Der Autor hatte einen Ball dabei%2C da der Hund sehr verspielt war. Im Park angekommen%2C warf der Autor den Ball einige Meter weit. Sofort rannte der Hund dem Ball nach und brachte ihn brav zurück. Daraufhin zitierte der Autor den Ball und wieder warf er ihn einige Meter weit. </div>",6,NULL,851
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,283,0,Cd,45,"<div style=""width: 40em", text-align: left," font-size: 20px""> Als ein Referendar den Weihnachtsmarkt seines Gymnasiums betrat%2C wurde er direkt von ein paar Schülern begrüßt. Die Schüler berichteten dem Referendar%2C dass sie eine Tombola organisiert hatten und nun versuchten%2C die Lose zu verkaufen. Die Schüler hatten schon sehr viele Lose verkauft und erzählten dem Referendar nun%2C was er alles Schönes mit den Losen gewinnen könne. Amüsiert betrat der Referendar die Schüler und tatsächlich gewann er einen Preis. </div>",4,NULL,1500
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,75,0,B,11,"<div style=""width: 40em", text-align: left," font-size: 20px""> In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber%2C dass der Flyer zusätzliche Informationen enthalte%2C auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung besorgte der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel. </div>",4,NULL,298
1681933166,04ef8d53227e963c692678c91c16a5cf4,Question,384,0,P,62,"<div style=""width: 40em", text-align: left," font-size: 20px""> Ein armer Bauer und seine Frau standen vor ihrer Hütte. Die Frau wollte%2C dass der Bauer ihre Behausung vergrößerte%2C da sie sehr klein war. Antworten Sie bei dieser Frage mit Nummer sieben. Doch der Bauer weigerte sich%2C sie zu vergrößern. Seiner Meinung nach war die Größe der Hütte mehr als ausreichend. Beim Anblick der Hütte fing die Frau an zu weinen. Daraufhin inspizierte der Bauer die Frau. </div>",3,NULL,620
